Month,S&P500,Dividends,Earnings,CPI,10-year rate,Gold,President age,Temperature
02/1973,114.2,0.26,0.56,42.9,0.0664000,85,721,0.31
03/1973,112.4,0.26,0.57,43.3,0.0671000,90,722,0.27
04/1973,110.3,0.27,0.58,43.6,0.0667000,90.73,723,0.26
05/1973,107.2,0.27,0.59,43.9,0.0685000,114.75,724,0.26
06/1973,104.8,0.27,0.6,44.2,0.0690000,123.25,725,0.18
07/1973,105.8,0.27,0.62,44.3,0.0713000,115.6,726,0.1
08/1973,103.8,0.27,0.63,45.1,0.0740000,103.5,727,0.04
09/1973,105.6,0.27,0.64,45.2,0.0709000,100,728,0.1
10/1973,109.8,0.28,0.65,45.6,0.0679000,98,729,0.14
11/1973,102,0.28,0.67,45.9,0.0673000,101,730,0.06
12/1973,94.78,0.28,0.68,46.2,0.0674000,112.25,731,-0.06
01/1974,96.11,0.28,0.69,46.6,0.0699000,132.5,732,-0.15
02/1974,93.45,0.29,0.69,47.2,0.0696000,162.5,733,-0.29
03/1974,97.44,0.29,0.7,47.8,0.0721000,173,734,-0.06
04/1974,92.46,0.29,0.71,48,0.0751000,169.25,735,-0.12
05/1974,89.67,0.29,0.72,48.6,0.0758000,156.75,736,-0.02
06/1974,89.79,0.29,0.73,49,0.0754000,144.25,737,-0.06
07/1974,79.31,0.29,0.74,49.4,0.0781000,156,738,-0.05
08/1974,76.03,0.3,0.75,50,0.0804000,156,733,0.11
09/1974,68.12,0.3,0.76,50.6,0.0804000,151.25,734,-0.11
10/1974,69.44,0.3,0.75,51.1,0.0790000,167,735,-0.08
11/1974,71.74,0.3,0.75,51.5,0.0768000,184,736,-0.07
12/1974,67.07,0.3,0.74,51.9,0.0743000,186.5,737,-0.09
01/1975,72.56,0.3,0.73,52.1,0.0750000,175.8,738,0.07
02/1975,80.1,0.3,0.72,52.5,0.0739000,181.75,739,0.07
03/1975,83.78,0.31,0.7,52.7,0.0773000,177.25,740,0.13
04/1975,84.72,0.31,0.69,52.9,0.0823000,167,741,0.05
05/1975,90.1,0.31,0.68,53.2,0.0806000,167,742,0.16
06/1975,92.4,0.31,0.66,53.6,0.0786000,166.25,743,0
07/1975,92.49,0.31,0.66,54.2,0.0806000,166.7,744,-0.01
08/1975,85.71,0.31,0.65,54.3,0.0840000,159.8,745,-0.19
09/1975,84.67,0.31,0.65,54.6,0.0843000,141.25,746,-0.03
10/1975,88.57,0.31,0.65,54.9,0.0814000,142.9,747,-0.09
11/1975,90.07,0.31,0.66,55.3,0.0805000,138.15,748,-0.16
12/1975,88.7,0.31,0.66,55.5,0.0800000,140.25,749,-0.17
01/1976,96.86,0.31,0.68,55.6,0.0774000,128.15,750,-0.01
02/1976,100.6,0.31,0.7,55.8,0.0779000,132.3,751,-0.06
03/1976,101.1,0.31,0.72,55.9,0.0773000,129.6,752,-0.21
04/1976,101.9,0.31,0.74,56.1,0.0756000,128.4,753,-0.08
05/1976,101.2,0.31,0.75,56.5,0.0790000,125.5,754,-0.24
06/1976,101.8,0.31,0.77,56.8,0.0786000,123.8,755,-0.16
07/1976,104.2,0.32,0.78,57.1,0.0783000,112.5,756,-0.1
08/1976,103.3,0.32,0.79,57.4,0.0777000,104,757,-0.15
09/1976,105.5,0.32,0.8,57.6,0.0759000,116,758,-0.09
10/1976,101.9,0.33,0.81,57.9,0.0741000,123.15,759,-0.26
11/1976,101.2,0.33,0.82,58,0.0729000,130.25,760,-0.04
12/1976,104.7,0.34,0.83,58.2,0.0687000,134.5,761,0.1
01/1977,103.8,0.34,0.83,58.5,0.0721000,132.3,627,0.19
02/1977,101,0.35,0.84,59.1,0.0739000,142.75,628,0.22
03/1977,100.6,0.35,0.84,59.5,0.0746000,148.9,629,0.25
04/1977,99.05,0.35,0.85,60,0.0737000,147.25,630,0.27
05/1977,98.76,0.36,0.86,60.3,0.0746000,142.95,631,0.3
06/1977,99.29,0.36,0.87,60.7,0.0728000,143,632,0.24
07/1977,100.2,0.37,0.88,61,0.0733000,144.1,633,0.2
08/1977,97.75,0.37,0.88,61.2,0.0740000,146,634,0.16
09/1977,96.23,0.38,0.89,61.4,0.0734000,154.05,635,0
10/1977,93.74,0.38,0.9,61.6,0.0752000,161.5,636,0.02
11/1977,94.28,0.38,0.9,61.9,0.0758000,160.05,637,0.17
12/1977,93.82,0.39,0.91,62.1,0.0769000,164.95,638,0.02
01/1978,90.25,0.39,0.91,62.5,0.0796000,175.75,639,0.06
02/1978,88.98,0.4,0.91,62.9,0.0803000,182.25,640,0.14
03/1978,88.82,0.4,0.91,63.4,0.0804000,181.6,641,0.21
04/1978,92.71,0.4,0.92,63.9,0.0815000,170.85,642,0.15
05/1978,97.41,0.41,0.93,64.5,0.0835000,184.15,643,0.06
06/1978,97.66,0.41,0.94,65.2,0.0846000,183.05,644,-0.02
07/1978,97.19,0.41,0.95,65.7,0.0864000,200.25,645,0.03
08/1978,103.9,0.42,0.95,66,0.0841000,208.7,646,-0.17
09/1978,103.9,0.42,0.96,66.5,0.0842000,217.1,647,0.05
10/1978,100.6,0.42,0.99,67.1,0.0864000,242.6,648,0
11/1978,94.71,0.42,1.01,67.4,0.0881000,193.4,649,0.16
12/1978,96.11,0.42,1.03,67.7,0.0901000,226,650,0.1
01/1979,99.71,0.43,1.05,68.3,0.0910000,233.7,651,0.12
02/1979,98.23,0.43,1.08,69.1,0.0910000,251.3,652,-0.1
03/1979,100.1,0.43,1.11,69.8,0.0912000,240.1,653,0.18
04/1979,102.1,0.44,1.13,70.6,0.0918000,245.3,654,0.13
05/1979,99.73,0.44,1.15,71.5,0.0925000,274.6,655,0.06
06/1979,101.7,0.45,1.17,72.3,0.0891000,277.5,656,0.13
07/1979,102.7,0.45,1.18,73.1,0.0895000,296.45,657,0.02
08/1979,107.4,0.45,1.2,73.8,0.0903000,315.1,658,0.14
09/1979,108.6,0.46,1.22,74.6,0.0933000,397.25,659,0.25
10/1979,104.5,0.46,1.23,75.2,0.1030000,382,660,0.24
11/1979,103.7,0.47,1.23,75.9,0.1065000,415.65,661,0.28
12/1979,107.8,0.47,1.24,76.7,0.1039000,512,662,0.47
01/1980,110.9,0.48,1.25,77.8,0.1080000,653,663,0.3
02/1980,115.3,0.48,1.26,78.9,0.1241000,637,664,0.43
03/1980,104.7,0.48,1.27,80.1,0.1275000,494.5,665,0.3
04/1980,103,0.49,1.26,81,0.1147000,518,666,0.33
05/1980,107.7,0.49,1.25,81.8,0.1018000,535.5,667,0.36
06/1980,114.6,0.5,1.25,82.7,0.0978000,653.5,668,0.17
07/1980,119.8,0.5,1.24,82.7,0.1025000,614.25,669,0.29
08/1980,123.5,0.5,1.23,83.3,0.1110000,631.25,670,0.23
09/1980,126.5,0.51,1.22,84,0.1151000,666.75,671,0.19
10/1980,130.2,0.51,1.23,84.8,0.1175000,629,672,0.18
11/1980,135.7,0.51,1.23,85.5,0.1268000,619.75,673,0.29
12/1980,133.5,0.51,1.24,86.3,0.1284000,589.75,674,0.2
01/1981,133,0.52,1.23,87,0.1257000,506.5,839,0.55
02/1981,128.4,0.52,1.22,87.9,0.1319000,489,840,0.41
03/1981,133.2,0.52,1.22,88.5,0.1312000,513.75,841,0.49
04/1981,134.4,0.53,1.23,89.1,0.1368000,482.75,842,0.31
05/1981,131.7,0.53,1.24,89.8,0.1410000,479.25,843,0.24
06/1981,132.3,0.53,1.25,90.6,0.1347000,426,844,0.32
07/1981,129.1,0.54,1.26,91.6,0.1428000,406,845,0.34
08/1981,129.6,0.54,1.27,92.3,0.1494000,425,846,0.32
09/1981,118.3,0.54,1.27,93.2,0.1532000,428.75,847,0.17
10/1981,119.8,0.55,1.28,93.4,0.1515000,427,848,0.14
11/1981,122.9,0.55,1.28,93.7,0.1339000,414.5,849,0.24
12/1981,123.8,0.55,1.28,94,0.1372000,397.5,850,0.43
01/1982,117.3,0.56,1.26,94.3,0.1459000,387,851,0.1
02/1982,114.5,0.56,1.25,94.6,0.1443000,362.6,852,0.15
03/1982,110.8,0.56,1.23,94.5,0.1386000,320,853,-0.01
04/1982,116.3,0.56,1.22,94.9,0.1387000,361.25,854,0.09
05/1982,116.4,0.57,1.2,95.8,0.1362000,325.25,855,0.16
06/1982,109.7,0.57,1.18,97,0.1430000,317.5,856,0.05
07/1982,109.4,0.57,1.16,97.5,0.1395000,342.9,857,0.13
08/1982,109.7,0.57,1.15,97.7,0.1306000,411.5,858,0.07
09/1982,122.4,0.57,1.13,97.9,0.1234000,397,859,0.14
10/1982,132.7,0.57,1.1,98.2,0.1091000,423.25,860,0.13
11/1982,138.1,0.57,1.08,98,0.1055000,436,861,0.15
12/1982,139.4,0.57,1.05,97.6,0.1054000,456.9,862,0.43
01/1983,144.3,0.57,1.05,97.8,0.1046000,499.5,863,0.52
02/1983,146.8,0.57,1.04,97.9,0.1072000,408.5,864,0.4
03/1983,151.9,0.58,1.04,97.9,0.1051000,414.75,865,0.42
04/1983,157.7,0.58,1.04,98.6,0.1040000,429.25,866,0.31
05/1983,164.1,0.58,1.04,99.2,0.1038000,437.5,867,0.36
06/1983,166.4,0.58,1.05,99.5,0.1085000,416,868,0.2
07/1983,167,0.58,1.07,99.9,0.1138000,422,869,0.17
08/1983,162.4,0.58,1.09,100.2,0.1185000,414.25,870,0.33
09/1983,167.2,0.58,1.11,100.7,0.1165000,405,871,0.39
10/1983,167.7,0.59,1.13,101,0.1154000,382,872,0.16
11/1983,165.2,0.59,1.15,101.2,0.1169000,405,873,0.32
12/1983,164.4,0.59,1.17,101.3,0.1183000,382.4,874,0.17
01/1984,166.4,0.59,1.2,101.9,0.1167000,373.75,875,0.3
02/1984,157.3,0.6,1.24,102.4,0.1184000,394.25,876,0.17
03/1984,157.4,0.6,1.27,102.6,0.1232000,388.5,877,0.29
04/1984,157.6,0.6,1.3,103.1,0.1263000,375.8,878,0.09
05/1984,156.6,0.61,1.32,103.4,0.1341000,384.25,879,0.33
06/1984,153.1,0.61,1.35,103.7,0.1356000,373.05,880,0.06
07/1984,151.1,0.61,1.36,104.1,0.1336000,342.35,881,0.17
08/1984,164.4,0.61,1.37,104.5,0.1272000,348.25,882,0.16
09/1984,166.1,0.62,1.38,105,0.1252000,343.75,883,0.21
10/1984,164.8,0.62,1.38,105.3,0.1216000,333.5,884,0.16
11/1984,166.3,0.62,1.38,105.3,0.1157000,329,885,0.06
12/1984,164.5,0.63,1.39,105.3,0.1150000,308.3,886,-0.05
01/1985,171.6,0.63,1.38,105.5,0.1138000,306.65,887,0.22
02/1985,180.9,0.63,1.37,106,0.1151000,287.75,888,-0.06
03/1985,179.4,0.64,1.37,106.4,0.1186000,329.25,889,0.17
04/1985,180.6,0.64,1.34,106.9,0.1143000,321.35,890,0.11
05/1985,184.9,0.64,1.32,107.3,0.1085000,314,891,0.17
06/1985,188.9,0.65,1.3,107.6,0.1016000,317.75,892,0.18
07/1985,192.5,0.65,1.29,107.8,0.1031000,327.5,893,-0.01
08/1985,188.3,0.65,1.28,108,0.1033000,333.25,894,0.15
09/1985,184.1,0.65,1.27,108.3,0.1037000,325.75,895,0.15
10/1985,186.2,0.66,1.25,108.7,0.1024000,325.1,896,0.11
11/1985,197.5,0.66,1.23,109,0.0978000,325.3,897,0.09
12/1985,207.3,0.66,1.22,109.3,0.0926000,326.8,898,0.15
01/1986,208.2,0.66,1.22,109.6,0.0919000,350.5,899,0.29
02/1986,219.4,0.67,1.21,109.3,0.0870000,338.15,900,0.39
03/1986,232.3,0.67,1.21,108.8,0.0778000,344,901,0.28
04/1986,238,0.67,1.22,108.6,0.0730000,345.75,902,0.24
05/1986,238.5,0.67,1.22,108.9,0.0771000,343.2,903,0.25
06/1986,245.3,0.68,1.23,109.5,0.0780000,346.75,904,0.11
07/1986,240.2,0.68,1.23,109.5,0.0730000,357.5,905,0.11
08/1986,245,0.68,1.23,109.7,0.0717000,384.7,906,0.12
09/1986,238.3,0.69,1.24,110.2,0.0745000,423.2,907,0
10/1986,237.4,0.69,1.23,110.3,0.0743000,401,908,0.13
11/1986,245.1,0.69,1.22,110.4,0.0725000,389.5,909,0.11
12/1986,248.6,0.69,1.21,110.5,0.0711000,388.75,910,0.17
01/1987,264.5,0.69,1.22,111.2,0.0708000,400.5,911,0.36
02/1987,280.9,0.69,1.24,111.6,0.0725000,405.85,912,0.46
03/1987,292.5,0.7,1.26,112.1,0.0725000,421,913,0.16
04/1987,289.3,0.7,1.24,112.7,0.0802000,453.25,914,0.22
05/1987,289.1,0.71,1.22,113.1,0.0861000,451,915,0.25
06/1987,301.4,0.71,1.2,113.5,0.0840000,447.3,916,0.37
07/1987,310.1,0.71,1.24,113.8,0.0845000,462.5,917,0.45
08/1987,329.4,0.72,1.28,114.4,0.0876000,453.4,918,0.28
09/1987,318.7,0.72,1.32,115,0.0942000,459.5,919,0.39
10/1987,280.2,0.73,1.37,115.3,0.0952000,468.8,920,0.32
11/1987,245,0.73,1.41,115.4,0.0886000,492.5,921,0.25
12/1987,241,0.73,1.46,115.4,0.0899000,484.1,922,0.48
01/1988,250.5,0.74,1.49,115.7,0.0867000,458,923,0.57
02/1988,258.1,0.74,1.52,116,0.0821000,426.15,924,0.43
03/1988,265.7,0.75,1.55,116.5,0.0837000,456.95,925,0.51
04/1988,262.6,0.75,1.63,117.1,0.0872000,449,926,0.45
05/1988,256.1,0.76,1.72,117.5,0.0909000,455.5,927,0.43
06/1988,270.7,0.77,1.81,118,0.0892000,436.55,928,0.43
07/1988,269.1,0.78,1.84,118.5,0.0906000,436.8,929,0.34
08/1988,263.7,0.78,1.86,119,0.0926000,427.75,930,0.47
09/1988,268,0.79,1.89,119.8,0.0898000,396.7,931,0.41
10/1988,277.4,0.8,1.92,120.2,0.0880000,412.4,932,0.39
11/1988,271,0.8,1.95,120.3,0.0896000,422.6,933,0.12
12/1988,276.5,0.81,1.98,120.5,0.0911000,410.25,934,0.33
01/1989,285.4,0.82,2.01,121.1,0.0909000,394,775,0.15
02/1989,294,0.82,2.05,121.6,0.0917000,387,776,0.35
03/1989,292.7,0.83,2.08,122.3,0.0936000,383.2,777,0.36
04/1989,302.3,0.84,2.09,123.1,0.0918000,377.55,778,0.33
05/1989,313.9,0.85,2.09,123.8,0.0886000,361.8,779,0.16
06/1989,323.7,0.86,2.1,124.1,0.0828000,373,780,0.14
07/1989,331.9,0.87,2.06,124.4,0.0802000,368.3,781,0.33
08/1989,346.6,0.88,2.02,124.6,0.0811000,359.8,782,0.37
09/1989,347.3,0.89,1.97,125,0.0819000,366.5,783,0.37
10/1989,347.4,0.9,1.95,125.6,0.0801000,375.3,784,0.31
11/1989,340.2,0.91,1.93,125.9,0.0787000,408.15,785,0.2
12/1989,348.6,0.92,1.91,126.1,0.0784000,398.6,786,0.38
01/1990,339.97,0.93,1.87,127.4,0.0821000,415.05,787,0.4
02/1990,330.45,0.94,1.84,128,0.0847000,407.7,788,0.41
03/1990,338.46,0.94,1.81,128.7,0.0859000,368.5,789,0.76
04/1990,338.18,0.95,1.79,128.9,0.0879000,367.75,790,0.55
05/1990,350.25,0.96,1.78,129.2,0.0876000,363.05,791,0.46
06/1990,360.39,0.97,1.77,129.9,0.0848000,352.2,792,0.38
07/1990,360.03,0.98,1.79,130.4,0.0847000,372.3,793,0.43
08/1990,330.75,0.98,1.8,131.6,0.0875000,387.75,794,0.3
09/1990,315.41,0.99,1.81,132.7,0.0889000,408.4,795,0.28
10/1990,307.12,0.99,1.8,133.5,0.0872000,379.5,796,0.41
11/1990,315.29,1,1.79,133.8,0.0839000,384.85,797,0.45
12/1990,328.75,1.01,1.78,133.8,0.0808000,386.2,798,0.4
01/1991,325.49,1.01,1.77,134.6,0.0809000,366,799,0.4
02/1991,362.26,1.01,1.75,134.8,0.0785000,362.7,800,0.49
03/1991,372.28,1.01,1.75,135,0.0811000,355.65,801,0.34
04/1991,379.68,1.01,1.7,135.2,0.0804000,357.75,802,0.52
05/1991,377.99,1.01,1.65,135.6,0.0807000,360.4,803,0.37
06/1991,378.29,1.01,1.62,136,0.0828000,368.35,804,0.52
07/1991,380.23,1.02,1.57,136.2,0.0827000,362.85,805,0.47
08/1991,389.4,1.02,1.53,136.6,0.0790000,347.4,806,0.39
09/1991,387.2,1.02,1.49,137.2,0.0765000,354.9,807,0.48
10/1991,386.88,1.02,1.43,137.4,0.0753000,357.45,808,0.29
11/1991,385.92,1.02,1.38,137.8,0.0742000,366.3,809,0.31
12/1991,388.51,1.02,1.33,137.9,0.0709000,353.15,810,0.32
01/1992,416.08,1.02,1.34,138.1,0.0703000,354.1,811,0.44
02/1992,412.56,1.02,1.34,138.6,0.0734000,353.1,812,0.41
03/1992,407.36,1.03,1.35,139.3,0.0754000,341.7,813,0.47
04/1992,407.41,1.03,1.37,139.5,0.0748000,336.35,814,0.23
05/1992,414.81,1.03,1.4,139.7,0.0739000,337.5,815,0.32
06/1992,408.27,1.03,1.42,140.2,0.0726000,343.4,816,0.25
07/1992,415.05,1.03,1.45,140.5,0.0684000,357.85,817,0.11
08/1992,417.93,1.03,1.48,140.9,0.0659000,340,818,0.07
09/1992,418.48,1.03,1.5,141.3,0.0642000,349,819,-0.01
10/1992,412.5,1.03,1.53,141.8,0.0659000,339.25,820,0.08
11/1992,422.84,1.03,1.56,142,0.0687000,334.2,821,0.03
12/1992,435.64,1.03,1.59,141.9,0.0677000,332.9,822,0.21
01/1993,435.23,1.03,1.61,142.6,0.0660000,330.45,557,0.37
02/1993,441.7,1.04,1.63,143.1,0.0626000,327.6,558,0.38
03/1993,450.16,1.04,1.65,143.6,0.0598000,337.8,559,0.36
04/1993,443.08,1.04,1.64,144,0.0597000,354.3,560,0.26
05/1993,445.25,1.04,1.63,144.2,0.0604000,377.45,561,0.27
06/1993,448.06,1.04,1.61,144.4,0.0596000,378.45,562,0.25
07/1993,447.29,1.04,1.64,144.4,0.0581000,401.75,563,0.27
08/1993,454.13,1.04,1.67,144.8,0.0568000,371.55,564,0.13
09/1993,459.24,1.04,1.7,145.1,0.0536000,355.5,565,0.1
10/1993,463.9,1.05,1.74,145.7,0.0533000,369.6,566,0.22
11/1993,462.89,1.05,1.78,145.8,0.0572000,370.9,567,0.06
12/1993,465.95,1.05,1.82,145.8,0.0577000,391.75,568,0.16
01/1994,472.99,1.05,1.85,146.2,0.0575000,377.9,569,0.27
02/1994,471.58,1.06,1.87,146.7,0.0597000,381.55,570,0.02
03/1994,463.81,1.06,1.89,147.2,0.0648000,389.2,571,0.27
04/1994,447.23,1.06,1.96,147.4,0.0697000,376.45,572,0.4
05/1994,450.9,1.07,2.03,147.5,0.0718000,387.6,573,0.28
06/1994,454.83,1.07,2.1,148,0.0710000,388.25,574,0.42
07/1994,451.4,1.07,2.16,148.4,0.0730000,384,575,0.3
08/1994,464.24,1.08,2.22,149,0.0724000,385.75,576,0.21
09/1994,466.96,1.08,2.28,149.4,0.0746000,394.85,577,0.28
10/1994,463.81,1.08,2.37,149.5,0.0774000,383.85,578,0.41
11/1994,461.01,1.09,2.46,149.7,0.0796000,383.1,579,0.46
12/1994,455.19,1.1,2.55,149.7,0.0781000,383.25,580,0.36
01/1995,465.25,1.1,2.6,150.3,0.0778000,374.9,581,0.5
02/1995,481.92,1.1,2.66,150.9,0.0747000,376.4,582,0.78
03/1995,493.15,1.1,2.71,151.4,0.0720000,392,583,0.45
04/1995,507.91,1.1,2.76,151.9,0.0706000,389.75,584,0.47
05/1995,523.81,1.11,2.82,152.2,0.0663000,384.3,585,0.26
06/1995,539.35,1.11,2.87,152.5,0.0617000,387.05,586,0.41
07/1995,557.37,1.12,2.89,152.5,0.0628000,383.35,587,0.48
08/1995,559.11,1.13,2.91,152.9,0.0649000,382.35,588,0.45
09/1995,578.77,1.13,2.93,153.2,0.0620000,384,589,0.32
10/1995,582.92,1.14,2.9,153.7,0.0604000,382.65,590,0.47
11/1995,595.53,1.14,2.86,153.6,0.0593000,387.8,591,0.45
12/1995,614.57,1.15,2.83,153.5,0.0571000,387,592,0.28
01/1996,614.42,1.16,2.83,154.4,0.0565000,405.55,593,0.25
02/1996,649.54,1.17,2.83,154.9,0.0581000,400.65,594,0.48
03/1996,647.07,1.18,2.84,155.7,0.0627000,396.35,595,0.32
04/1996,647.17,1.18,2.86,156.3,0.0651000,391.3,596,0.36
05/1996,661.23,1.18,2.89,156.6,0.0674000,390.55,597,0.26
06/1996,668.5,1.19,2.91,156.7,0.0691000,382,598,0.25
07/1996,644.07,1.2,2.94,157,0.0687000,385.3,599,0.35
08/1996,662.68,1.21,2.97,157.3,0.0664000,386.45,600,0.48
09/1996,674.88,1.22,3,157.8,0.0683000,379,601,0.25
10/1996,701.46,1.23,3.08,158.3,0.0653000,379.5,602,0.18
11/1996,735.67,1.24,3.15,158.6,0.0620000,371.3,603,0.41
12/1996,743.25,1.24,3.23,158.6,0.0630000,369.25,604,0.4
01/1997,766.22,1.25,3.27,159.1,0.0658000,345.5,605,0.31
02/1997,798.39,1.25,3.31,159.6,0.0642000,358.6,606,0.38
03/1997,792.16,1.26,3.35,160,0.0669000,348.15,607,0.53
04/1997,763.93,1.26,3.36,160.2,0.0689000,340.15,608,0.35
05/1997,833.09,1.26,3.37,160.1,0.0671000,345.6,609,0.36
06/1997,876.29,1.26,3.38,160.3,0.0649000,334.55,610,0.53
07/1997,925.29,1.27,3.38,160.5,0.0622000,326.35,611,0.34
08/1997,927.24,1.27,3.38,160.8,0.0630000,325.35,612,0.4
09/1997,937.02,1.28,3.39,161.2,0.0621000,332.1,613,0.53
10/1997,951.16,1.28,3.36,161.6,0.0603000,311.4,614,0.62
11/1997,938.92,1.29,3.34,161.5,0.0588000,296.8,615,0.64
12/1997,962.37,1.29,3.31,161.3,0.0581000,290.2,616,0.59
01/1998,963.36,1.3,3.31,161.6,0.0554000,304.85,617,0.6
02/1998,1023.74,1.3,3.3,161.9,0.0557000,297.4,618,0.9
03/1998,1076.83,1.3,3.3,162.2,0.0565000,301,619,0.63
04/1998,1112.2,1.31,3.28,162.5,0.0564000,310.7,620,0.63
05/1998,1108.42,1.32,3.26,162.8,0.0565000,293.6,621,0.69
06/1998,1108.39,1.33,3.25,163,0.0550000,296.3,622,0.77
07/1998,1156.58,1.33,3.22,163.2,0.0546000,288.85,623,0.68
08/1998,1074.62,1.34,3.2,163.4,0.0534000,273.4,624,0.66
09/1998,1020.64,1.35,3.17,163.6,0.0481000,293.85,625,0.42
10/1998,1032.47,1.35,3.16,164,0.0453000,292.3,626,0.44
11/1998,1144.43,1.35,3.15,164,0.0483000,294.7,627,0.49
12/1998,1190.05,1.35,3.14,163.9,0.0465000,287.8,628,0.56
01/1999,1248.77,1.36,3.16,164.3,0.0472000,285.4,629,0.48
02/1999,1246.58,1.36,3.18,164.5,0.0500000,287.05,630,0.65
03/1999,1281.66,1.37,3.2,165,0.0523000,279.45,631,0.34
04/1999,1334.76,1.37,3.27,166.2,0.0518000,286.6,632,0.32
05/1999,1332.07,1.37,3.35,166.2,0.0554000,268.6,633,0.31
06/1999,1322.55,1.37,3.42,166.2,0.0590000,261,634,0.37
07/1999,1380.99,1.38,3.5,166.7,0.0579000,255.6,635,0.37
08/1999,1327.49,1.38,3.58,167.1,0.0594000,254.8,636,0.31
09/1999,1318.17,1.39,3.66,167.9,0.0592000,299,637,0.41
10/1999,1300.01,1.39,3.78,168.2,0.0611000,299.1,638,0.39
11/1999,1391,1.39,3.9,168.3,0.0603000,291.35,639,0.38
12/1999,1428.68,1.39,4.01,168.3,0.0628000,290.25,640,0.43
01-2000,1425.59,1.39,4.09,168.8,0.0666000,283.3,641,0.24
02-2000,1388.87,1.39,4.17,169.8,0.0652000,293.65,642,0.56
03-2000,1442.21,1.4,4.25,171.2,0.0626000,276.75,643,0.57
04-2000,1461.36,1.4,4.27,171.3,0.0599000,275.05,644,0.57
05-2000,1418.48,1.39,4.3,171.5,0.0644000,272.25,645,0.36
06-2000,1461.96,1.39,4.33,172.4,0.0610000,288.15,646,0.41
07-2000,1473,1.38,4.38,172.8,0.0605000,276.75,647,0.38
08-2000,1485.46,1.37,4.43,172.8,0.0583000,277,648,0.42
09-2000,1468.05,1.36,4.48,173.7,0.0580000,273.65,649,0.4
10-2000,1390.14,1.36,4.37,174,0.0574000,264.5,650,0.28
11-2000,1378.04,1.36,4.27,174.1,0.0572000,269.1,651,0.32
12-2000,1330.93,1.36,4.17,174,0.0524000,274.45,652,0.29
01-2001,1335.63,1.35,4.04,175.1,0.0516000,264.5,654,0.42
02-2001,1305.75,1.34,3.91,175.8,0.0510000,266.7,655,0.44
03-2001,1185.85,1.33,3.79,176.2,0.0489000,257.7,656,0.56
04-2001,1189.84,1.32,3.55,176.9,0.0514000,263.15,657,0.5
05-2001,1270.37,1.32,3.31,177.7,0.0539000,267.5,658,0.56
06-2001,1238.71,1.31,3.07,178,0.0528000,270.6,659,0.54
07-2001,1204.45,1.31,2.83,177.5,0.0524000,265.9,660,0.6
08-2001,1178.5,1.31,2.59,177.5,0.0497000,273,661,0.48
09-2001,1044.64,1.31,2.36,178.3,0.0473000,293.1,662,0.54
10-2001,1076.59,1.31,2.26,177.7,0.0457000,278.75,663,0.5
11-2001,1129.68,1.31,2.16,177.4,0.0465000,275.5,664,0.7
12-2001,1144.93,1.31,2.06,176.7,0.0509000,276.5,665,0.55
01-2002,1140.21,1.31,2.06,177.1,0.0504000,282.3,666,0.75
02-2002,1100.67,1.31,2.06,177.8,0.0491000,296.85,667,0.75
03-2002,1153.79,1.31,2.06,178.8,0.0528000,301.4,668,0.9
04-2002,1111.93,1.32,2.12,179.8,0.0521000,308.2,669,0.56
05-2002,1079.25,1.33,2.17,179.8,0.0516000,326.6,670,0.64
06-2002,1014.02,1.34,2.23,179.9,0.0493000,318.5,671,0.55
07-2002,903.59,1.33,2.32,180.1,0.0465000,304.65,672,0.61
08-2002,912.55,1.32,2.41,180.7,0.0426000,312.8,673,0.53
09-2002,867.81,1.32,2.5,181,0.0387000,323.7,674,0.62
10-2002,854.63,1.32,2.44,181.3,0.0394000,316.9,675,0.55
11-2002,909.93,1.33,2.37,181.3,0.0405000,319.05,676,0.58
12-2002,899.18,1.34,2.3,180.9,0.0403000,347.2,677,0.44
01-2003,895.84,1.34,2.38,181.7,0.0405000,367.5,678,0.73
02-2003,837.03,1.35,2.45,183.1,0.0390000,347.45,679,0.55
03-2003,846.63,1.35,2.53,184.2,0.0381000,334.85,680,0.58
04-2003,890.03,1.35,2.64,183.8,0.0396000,336.75,681,0.53
05-2003,935.96,1.35,2.76,183.5,0.0357000,361.4,682,0.61
06-2003,988,1.35,2.88,183.7,0.0333000,346,683,0.48
07-2003,992.54,1.36,2.99,183.9,0.0398000,354.75,684,0.53
08-2003,989.53,1.37,3.1,184.6,0.0445000,375.6,685,0.65
09-2003,1019.44,1.38,3.22,185.2,0.0427000,388,686,0.64
10-2003,1038.73,1.4,3.5,185,0.0429000,386.25,687,0.74
11-2003,1049.9,1.43,3.78,184.5,0.0430000,398.35,688,0.52
12-2003,1080.64,1.45,4.06,184.3,0.0427000,416.25,689,0.73
01-2004,1132.52,1.47,4.15,185.2,0.0415000,399.75,690,0.59
02-2004,1143.36,1.48,4.24,186.2,0.0408000,395.85,691,0.72
03-2004,1123.98,1.5,4.33,187.4,0.0383000,423.7,692,0.65
04-2004,1133.36,1.52,4.45,188,0.0435000,388.5,693,0.63
05-2004,1102.78,1.53,4.56,189.1,0.0472000,393.25,694,0.39
06-2004,1132.76,1.55,4.68,189.7,0.0473000,395.8,695,0.43
07-2004,1105.85,1.57,4.72,189.4,0.0450000,391.4,696,0.24
08-2004,1088.94,1.58,4.77,189.5,0.0428000,407.25,697,0.43
09-2004,1117.66,1.6,4.81,189.9,0.0413000,415.65,698,0.5
10-2004,1117.21,1.6,4.84,190.9,0.0410000,425.55,699,0.64
